"Waterbody";"matrix";"substance";"Type";"CR";"Units";"Response";"ConfThresh";"ConfAcc";"Datatype";"ConfTemp";"Area_km2";"Grids";"GridsAssessed";"Stations";"ConfSpatial";"ConfMethod"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"BAP";"Org";0.1;"ug/kg ww mussels";"+";"H";"L";"initial";"M";6299.66417602564;210;5;30;"M";"H"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"BAP";"Org";0.1;"ug/kg ww mussels";"+";"H";"L";"initial";"M";6299.66417602564;210;29;2;"H";"M"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"BAP";"Org";0.32;"ug/kg ww mussels";"+";"H";"L";"initial";"M";6299.66417602564;210;15;16;"M";"H"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"BAP";"Org";0.14;"ug/kg ww mussels";"+";"H";"L";"initial";"M";6299.66417602564;210;24;28;"H";"M"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"BAP";"Org";0.1;"ug/kg ww mussels";"+";"H";"L";"initial";"M";6299.66417602564;210;16;11;"L";"H"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"BAP";"Org";0.14;"ug/kg ww mussels";"+";"H";"L";"initial";"M";6299.66417602564;210;23;25;"L";"H"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"BAP";"Org";0.17;"ug/kg ww mussels";"+";"H";"L";"initial";"M";6299.66417602564;210;10;18;"M";"H"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"CD";"HM";1.95;"ug/kg dw mussels";"+";"M";"L";"initial";"M";6299.66417602564;210;4;5;"L";"L"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"CD";"HM";1.33;"ug/kg dw mussels";"+";"M";"L";"initial";"M";6299.66417602564;210;17;26;"M";"M"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"CD";"HM";0.92;"ug/kg dw mussels";"+";"M";"L";"initial";"M";6299.66417602564;210;2;24;"M";"H"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"CD";"HM";1.25;"ug/kg dw mussels";"+";"M";"L";"initial";"M";6299.66417602564;210;8;8;"L";"L"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"CD";"HM";1.47;"ug/kg dw mussels";"+";"M";"L";"initial";"M";6299.66417602564;210;20;6;"H";"M"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"CD";"HM";0.43;"ug/kg dw mussels";"+";"M";"L";"initial";"M";6299.66417602564;210;25;19;"L";"H"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"CD";"HM";1.04;"ug/kg dw mussels";"+";"M";"L";"initial";"M";6299.66417602564;210;15;11;"L";"L"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"CD";"HM";0.71;"ug/kg dw mussels";"+";"M";"L";"initial";"M";6299.66417602564;210;19;27;"H";"M"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"CD";"HM";0.69;"ug/kg dw mussels";"+";"M";"L";"initial";"M";6299.66417602564;210;27;30;"H";"M"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"CD";"HM";0.24;"ug/kg dw mussels";"+";"M";"L";"initial";"M";6299.66417602564;210;28;9;"M";"M"
"Kattegat Danish Coastal waters, including Limfjorden";"Sediment";"CD";"HM";1.57;"mg/kg sediment";"+";"H";"L";"initial";"M";6299.66417602564;210;30;16;"L";"H"
"Kattegat Danish Coastal waters, including Limfjorden";"Sediment";"CD";"HM";0.73;"mg/kg sediment";"+";"H";"L";"initial";"M";6299.66417602564;210;21;24;"M";"H"
"Kattegat Danish Coastal waters, including Limfjorden";"Sediment";"CD";"HM";1.57;"mg/kg sediment";"+";"H";"L";"initial";"M";6299.66417602564;210;6;21;"H";"L"
"Kattegat Danish Coastal waters, including Limfjorden";"Sediment";"CD";"HM";0.3;"mg/kg sediment";"+";"H";"L";"initial";"M";6299.66417602564;210;29;12;"M";"L"
"Kattegat Danish Coastal waters, including Limfjorden";"Sediment";"CD";"HM";0.95;"mg/kg sediment";"+";"H";"L";"initial";"M";6299.66417602564;210;12;21;"H";"H"
"Kattegat Danish Coastal waters, including Limfjorden";"Sediment";"CD";"HM";0.87;"mg/kg sediment";"+";"H";"L";"initial";"M";6299.66417602564;210;16;9;"M";"L"
"Kattegat Danish Coastal waters, including Limfjorden";"Sediment";"CD";"HM";0.31;"mg/kg sediment";"+";"H";"L";"initial";"M";6299.66417602564;210;18;12;"H";"L"
"Kattegat Danish Coastal waters, including Limfjorden";"Sediment";"CD";"HM";0.22;"mg/kg sediment";"+";"H";"L";"initial";"M";6299.66417602564;210;26;13;"L";"H"
"Kattegat Danish Coastal waters, including Limfjorden";"Sediment";"CD";"HM";0.43;"mg/kg sediment";"+";"H";"L";"initial";"M";6299.66417602564;210;14;4;"H";"M"
"Kattegat Danish Coastal waters, including Limfjorden";"Sediment";"CD";"HM";1.52;"mg/kg sediment";"+";"H";"L";"initial";"M";6299.66417602564;210;10;18;"H";"H"
"Kattegat Danish Coastal waters, including Limfjorden";"Sediment";"CD";"HM";0.38;"mg/kg sediment";"+";"H";"L";"initial";"M";6299.66417602564;210;29;3;"H";"L"
"Kattegat Danish Coastal waters, including Limfjorden";"Sediment";"CD";"HM";0.48;"mg/kg sediment";"+";"H";"L";"initial";"M";6299.66417602564;210;31;3;"M";"H"
"Kattegat Danish Coastal waters, including Limfjorden";"Sediment";"CD";"HM";1.35;"mg/kg sediment";"+";"H";"L";"initial";"M";6299.66417602564;210;27;9;"L";"H"
"Kattegat Danish Coastal waters, including Limfjorden";"Sediment";"CD";"HM";0.54;"mg/kg sediment";"+";"H";"L";"initial";"M";6299.66417602564;210;2;2;"L";"L"
"Kattegat Danish Coastal waters, including Limfjorden";"Sediment";"CD";"HM";0.5;"mg/kg sediment";"+";"H";"L";"initial";"M";6299.66417602564;210;24;8;"M";"H"
"Kattegat Danish Coastal waters, including Limfjorden";"Sediment";"CD";"HM";1.27;"mg/kg sediment";"+";"H";"L";"initial";"M";6299.66417602564;210;17;21;"H";"L"
"Kattegat Danish Coastal waters, including Limfjorden";"Sediment";"CD";"HM";1.23;"mg/kg sediment";"+";"H";"L";"initial";"M";6299.66417602564;210;8;8;"L";"M"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"FLU";"Org";0.89;"ug/kg ww mussels";"+";"H";"L";"initial";"M";6299.66417602564;210;14;29;"M";"M"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"FLU";"Org";0.12;"ug/kg ww mussels";"+";"H";"L";"initial";"M";6299.66417602564;210;11;21;"H";"H"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"FLU";"Org";0.16;"ug/kg ww mussels";"+";"H";"L";"initial";"M";6299.66417602564;210;26;16;"L";"M"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"FLU";"Org";0.09;"ug/kg ww mussels";"+";"H";"L";"initial";"M";6299.66417602564;210;24;12;"H";"L"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"FLU";"Org";0.15;"ug/kg ww mussels";"+";"H";"L";"initial";"M";6299.66417602564;210;22;19;"M";"L"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"FLU";"Org";0.25;"ug/kg ww mussels";"+";"H";"L";"initial";"M";6299.66417602564;210;20;11;"L";"H"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"FLU";"Org";0.19;"ug/kg ww mussels";"+";"H";"L";"initial";"M";6299.66417602564;210;9;13;"M";"M"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"FLU";"Org";0.15;"ug/kg ww mussels";"+";"H";"L";"initial";"M";6299.66417602564;210;9;2;"L";"L"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"FLU";"Org";0.17;"ug/kg ww mussels";"+";"H";"L";"initial";"M";6299.66417602564;210;13;30;"L";"M"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"FLU";"Org";0.18;"ug/kg ww mussels";"+";"H";"L";"initial";"M";6299.66417602564;210;13;20;"M";"M"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"HG";"HM";0.87;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";6299.66417602564;210;1;1;"M";"L"
"Kattegat Danish Coastal waters, including Limfjorden";"Biota";"HG";"HM";0.33;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";6299.66417602564;210;20;1;"L";"L"
